Index;Date;Name;Description;Amount_raised;Amount_number;Data AI keyword;Series
1668;July 21, 2022;Charter;a New York-based digital media and insights company;$3 million;3;FALSE;Seed
1669;July 22, 2022;IQM Quantum Computers;an Espoo, Finland-based developer of superconducting quantum computers;$128 million;128;FALSE;Series A
1670;July 22, 2022;Medical Microinstruments;a Pisa, Italy-based microsurgery robotics company;$75 million;75;FALSE;Series B
1671;July 22, 2022;Fonoa;a remote-based tax automation company;$60 million;60;FALSE;Series B
1672;July 22, 2022;TextExpander;a San Francisco-based productivity software developer;$41.4 million;41,4;FALSE;Unknown
1673;July 22, 2022;ZEDEDA;a San Jose-based edge computing company;$26 million;26;FALSE;Series B
1674;July 22, 2022;Anvilogic;a Palo Alto, Calif.-based cybersecurity detection automation company;$25 million;25;TRUE;Series B
1675;July 22, 2022;Hashflow;a San Francisco-based decentralized finance trading platform;$25 million;25;FALSE;Unknown
1676;July 22, 2022;TomoCredit;a San Francisco-based credit card lending company;$22 million;22;FALSE;Unknown
1677;July 22, 2022;Charles;a Berlin-based conversational commerce system for WhatsApp;$20 million;20;FALSE;Series A
1678;July 22, 2022;Quantifi Photonics;an Auckland, New Zealand-based photonics test and measurement company;$15 million;15;FALSE;Series C
1679;July 22, 2022;CivicEye;a Charlotte-based cloud-based public safety software provider for law enforcement, prosecutors, and courts;$12.4 million;12,4;FALSE;Series A
1680;July 22, 2022;Equals;a remote-based spreadsheet analytics platform;$6.6 million;6,6;TRUE;Seed
1681;July 22, 2022;Oncoustics;a Toronto-based ultrasound-based tissue characterization company;$5.33 million;5,33;FALSE;Seed
1682;July 22, 2022;Senzo;a London and Newton, Pa.-based life sciences company developing diagnostic technologies;$2 million;2;FALSE;Unknown
1683;July 25, 2022;Whatnot;a Marina Del Rey, Calif.-based live stream shopping platform;$260 million;260;FALSE;Series D
1684;July 25, 2022;Cleerly;a New York-based heart disease treatment and analytics company;$188 million;188;TRUE;Series C
1685;July 25, 2022;Shares;a London-based social and community-based investing app;$40 million;40;FALSE;Series B
1686;July 25, 2022;Theator;a Palo Alto, Calif.-based surgical intelligence platform;$24 million;24;FALSE;Series A
1687;July 25, 2022;Better Stack;a Prague-based managing and monitoring software platform for developers;$18.6 million;18,6;FALSE;Series A
1688;July 25, 2022;Atlantic Money;a London-based international money transfer company;$3 million;3;FALSE;Seed
1689;July 26, 2022;Aptos;a Palo Alto-based blockchain network developer;$150 million;150;FALSE;Series A
1690;July 26, 2022;Balance;a New York and Tel Aviv-based B2B marketplace and e-commerce payments company;$56 million;56;FALSE;Series B
1691;July 26, 2022;Cordial;a San Diego-based marketing and data management platform for brands;$50 million;50;TRUE;Series C
1692;July 26, 2022; Arable;a Princeton, N.J. and San Francisco-based field intelligence company for agriculture;$40 million;40;FALSE;Series C
1693;July 26, 2022; Altruistiq;a London-based sustainability management SaaS platform;$15.33 million;15,33;FALSE;Seed
1694;July 26, 2022;Mighty Bear Games;a Singapore-based multi-platform game development studio;$10 million;10;FALSE;Unknown
1695;July 26, 2022;AeroVanti Air Club;an Annapolis, Md.-based private aircraft charter;$9.75 million;9,75;FALSE;Series A
1696;July 26, 2022;Atlantic Quantum;a Cambdirge, Mass. and Gothenburg, Sweden- based quantum computers developer;$9 million;9;FALSE;Seed
1697;July 26, 2022;RxLive;a St. Petersburg, Fla.-based population health pharmacy solutions provider;$5 million;5;FALSE;Series A
1698;July 28, 2022;Acronis;a Schaffhausen, Switzerland and Singapore-based cybersecurity provider;$250 million;250;TRUE;Unknown
1699;July 28, 2022;Enko;a Mystic, Conn.-based crop health company;$70 million;70;FALSE;Series C
1700;July 28, 2022;BridGene;a San Jose-based drug discovery company;$38.5 million;38,5;FALSE;Series B
1701;July 28, 2022;PriceLabs;a Chicago-based pricing and revenue management solutions provider for the short-term rental industry;$30 million;30;FALSE;Unknown
1702;July 28, 2022;Switchboard;a remote-based cloud coworking space;$25 million;25;FALSE;Series A
1703;July 28, 2022;Genesis Global;a Miami-based application development platform for financial markets organizations;$20 million;20;FALSE;Unknown
1704;July 28, 2022;Huue;a Berkeley, Calif.-based bio-based dyes company;$14.6 million;14,6;FALSE;Series A
1705;July 28, 2022;Paragon;a Los Angeles-based integration platform for SaaS apps;$13 million;13;FALSE;Series A
1706;July 28, 2022;Finwave Semiconductor;a Waltham, Mass.-based transistor design and development company $12.2 million in Series A funding. Fine Structure Ventures led the round and was joined by investors including Citta Capital, Soitec, Safar Partners, and Alumni Ventur;$12.2 million;12,2;FALSE;Series A
1707;July 28, 2022;Holey Grail;a Hanalei, Hawaii-based donut company;$7.5 million;7,5;FALSE;Series A
1708;July 28, 2022;Condense;a Bristol, U.K.-based live events hosting company in the metaverse;$4.5 million;4,5;FALSE;Unknown
1709;July 28, 2022;Kona;a remote-based employee experience platform for remote teams;$4 million;4;FALSE;Seed
1710;July 28, 2022;Trustless Media;a Brooklyn, N.Y.-based Web3 media company;$3.25 million;3,25;FALSE;Seed
1711;July 28, 2022;Gatenox;a London-based corporate client verified credentials provider;$2.5 million;2,5;FALSE;Seed
1712;July 28, 2022;Coinfeeds;a San Francisco-based metrics and insights company from crypto socials;$2 million;2;FALSE;Seed
1713;July 28, 2022;Remble;a Tulsa, Okla.-based relationship health and wellness platform;$1.4 million;1,4;FALSE;Seed
1714;July 29, 2022;Fexa;a Mullica Hills, N.J.-based SaaS company for facility maintenance departments and service providers;$40 million;40;FALSE;Unknown
1715;July 29, 2022;Ozette Technologies;a Seattle-based cell discovery life sciences company;$26 million;26;FALSE;Series A
1716;July 29, 2022;Blue Frontier;a Boca Raton, Fla.-based sustainable air conditioning technology company;$20 million;20;FALSE;Series A
1717;July 29, 2022;Leapfin;a San-Francisco-based financial data management solution;$12.2 million;12,2;TRUE;Series A
1718;July 29, 2022;Players’ Lounge;a Brooklyn, N.Y.-based online social gaming platform;$10.5 million;10,5;FALSE;Series A
1719;July 29, 2022;Space and Time;an Orange County, Calif.-based decentralized data platform for blockchain applications;$10 million;10;TRUE;Seed
1720;July 29, 2022;Stadium Live;a Toronto-based sports platform in the metaverse;$10 million;10;FALSE;Series A
1721;July 29, 2022;Sage;a New York-based older adults care company;$9 million;9;FALSE;Seed
1722;July 29, 2022;Vosbor;an Amsterdam-based digital marketplace for global trade in bulk agricultural commodities;$7 million;7;FALSE;Seed
1723;July 29, 2022;Modifi Biosciences;a New Haven, Conn.-based DNA cancer modification company;$6.4 million;6,4;FALSE;Seed
1724;July 29, 2022;FeatureByte;a Boston-based data-based A.I. solution for engineering and data scientists;$5.7 million;5,7;TRUE;Seed
1725;July 29, 2022;De Soi;a Los Angeles-based non-alcoholic aperitifs company;$4 million;4;FALSE;Seed
1726;July 29, 2022;Mulberri;a Sunnyvale, Calif.-based B2B insurance platform;$4 million;4;FALSE;Seed
1727;July 29, 2022;Shypyard;a New York-based business planning products and services provider;$3 million;3;FALSE;Seed
1728;August 1, 2022;Boatsetter;a Miami-based boat rental marketplace;$38 million;38;FALSE;Series B
1729;August 1, 2022;Fly.io;a Chicago-based application delivery network company;$25 million;25;FALSE;Series B
1730;August 1, 2022;iLoF;a London-based digital drug discovery and development company;$4.1 million;4,1;FALSE;Seed
1731;August 2, 2022;Aurora Hydrogen;an Edmonton, Canada-based hydrogen production technology company;$10 million;10;FALSE;Series A
1732;August 2, 2022;Geomiq;a London-based manufacturing as a service platform;$8.5 million;8,5;FALSE;Series A
1733;August 2, 2022;Gym Class;a Los Angeles-based VR basketball app;$8 million;8;FALSE;Seed
1734;August 2, 2022;Li Industries;a Blacksburg, Va.-based lithium-ion battery recycling company;$7 million;7;FALSE;Series A
1735;August 2, 2022;Smarter Sorting;an Austin, Boulder, and Los Angeles-based product intelligence platform;$7 million;7;FALSE;Unknown
1736;August 2, 2022;MakersHub;a San Francisco-based digital transaction and financing solution for manufacturing;$4.5 million;4,5;FALSE;Seed
1737;August 2, 2022;Humanloop;a London-based machine learning and natural language processing integration company;$2.6 million;2,6;TRUE;Seed
1738;August 3, 2022;Aisera;a Palo Alto-based service experience platform for automated employee and customer experiences;$90 million;90;FALSE;Series D
1739;August 3, 2022;Parafin;a San Francisco-based payment processor software developer;$60 million;60;FALSE;Series B
1740;August 3, 2022; Homeward;a San Francisco-based health care provider to rural communities;$50 million;50;FALSE;Series B
1741;August 3, 2022;Hysata;a Wollongong, Australia-based hydrogen electrolyser technology company;$42.5 million;42,5;FALSE;Series A
1742;August 3, 2022;Cybrary;a College Park, Md.-based training platform for cybersecurity professionals;$25 million;25;TRUE;Series C
1743;August 3, 2022;Oui Therapeutics;a New Haven, Conn.-based digital therapeutic company for suicide;$11 million;11;FALSE;Series A
1744;August 3, 2022;NG.CASH;a Rio de Janeiro-based financial management app for Gen Z;$10 million;10;FALSE;Seed
1745;August 3, 2022;Infima Technologies;a San Mateo, Calif.-based mortgage security prepayment prediction platform;$5 million;5;TRUE;Seed
1746;August 3, 2022;Raincoat;a San Jaun, Puerto Rico-based climate insurance solutions provider;$4.5 million;4,5;FALSE;Seed
1747;August 3, 2022;MUSO;a London-based data company for piracy and unlicensed media consumption;$3.91 million;3,91;TRUE;Unknown
1748;August 4, 2022;Longroad Energy;a Boston-based renewable energy developer;$500 million;500;FALSE;Unknown
1749;August 4, 2022;Talon Cyber Security;a Tel Aviv-based secure browser provider;$100 million;100;FALSE;Series A
1750;August 4, 2022;Savana;a Malvern, Pa.-based financial software company for banks and fintechs;$45 million;45;FALSE;Series A
1751;August 4, 2022;Axio;a New York-based cyber risk quantification solutions company;$23 million;23;FALSE;Series B
1752;August 4, 2022;Ben;a London-based employee benefits platform;$16 million;16;FALSE;Seed
1753;August 4, 2022;Vetted;a San Francisco-based product search engine company;$14 million;14;FALSE;Series A
1754;August 4, 2022;​​Boisson;a New York-based non-alcoholic beverage retailer;$12 million;12;FALSE;Seed
1755;August 4, 2022;Flow Security;a Tel Aviv-based data security platform;$10 million;10;TRUE;Seed
1756;August 4, 2022;SEngine Precision Medicine;a Seattle-based precision oncology company;$10 million;10;FALSE;Series A
1757;August 4, 2022;Vori;a East Palo Alto, Calif.-based digital B2B inventory management platform;$10 million;10;FALSE;Series A
1758;August 4, 2022;Nano;a Hanoi, Vietnam-based earned wage access provider;$6.4 million;6,4;FALSE;Series A
1759;August 4, 2022;Footprint;a New York-based identity verification platform;$6 million;6;FALSE;Seed
1760;August 4, 2022;Territorium;a San Antonio-based education technology company;$4.4 million;4,4;FALSE;Seed
1761;August 4, 2022;Stackwell;a Boston-based digital investment platform;$3.5 million;3,5;FALSE;Seed
1762;August 4, 2022;Ottonomy.IO;a Brooklyn, N.Y.-based autonomous robot delivery company;$3.3 million;3,3;FALSE;Seed
1763;August 5, 2022;IDRx;a Boston-based clinical-stage cancer treatment biopharmaceutical company;$122 million;122;FALSE;Series A
1764;August 5, 2022;PayIt;a Kansas City-based digital government services and payments platform;$90 million;90;FALSE;Unknown
1765;August 5, 2022;Orange EV;a Kansas City-based EV manufacturer;$35 million;35;FALSE;Unknown
1766;August 5, 2022;Arena AI;a New York-based autonomous operating system platform provider;$32 million;32;FALSE;Series A
1767;August 5, 2022;Mosey;a San Francisco-based employment and tax compliance platform;$18 million;18;FALSE;Series A
1768;August 5, 2022;Locket;a Los Angeles-based photo-sharing widget;$12.5 million;12,5;FALSE;Unknown
1769;August 5, 2022;Stride;a New York-based multichain liquid staking protocol;$6.7 million;6,7;FALSE;Seed
1770;August 5, 2022;Sportsbox AI;a Bellevue, Wash.-based 3D motion capture technology company;$5.5 million;5,5;FALSE;Seed
1771;August 5, 2022;Glambook;a Berlin-based SaaS beauty platform;$2.5 million;2,5;FALSE;Unknown
1772;August 5, 2022;Clutch;a Houston-based digital marketplace company;$1.2 million;1,2;FALSE;Seed
1773;August 5, 2022;Ruuf;a Santiago, Chile-based solar power marketplace;$1 million;1;FALSE;Seed
1774;August 8, 2022;Afresh;a San Francisco-based fresh food technology provider;$115 million;115;FALSE;Series B
1775;August 8, 2022;Geopagos;a Montevideo, Uruguay-based payment acceptance infrastructure;$35 million;35;FALSE;Unknown
1776;August 9, 2022;Shopic;a Tel Aviv-based smart grocery shopping cart startup;$35 million;35;FALSE;Series B
1777;August 9, 2022;Utility Global;a Houston-based sustainable hydrogen company;$25 million;25;FALSE;Series B
1778;August 9, 2022;Project Solar;a Lehi, Utah-based e-commerce brand for solar installations;$23 million;23;FALSE;Series A
1779;August 9, 2022;Forage;a San Francisco-based payments processor for accepting SNAP EBT payments online;$22 million;22;FALSE;Series A
1780;August 9, 2022;KatKin;a London-based fresh food pet tech platform;$22 million;22;FALSE;Series A
1781;August 9, 2022;CreatorDAO;a Santa Monica, Calif.-based Web3 project focused on investing in content creators;$20 million;20;FALSE;Seed
1782;August 9, 2022;Spin Technology;a Palo Alto-based SaaS data protection platform developer;$16 million;16;TRUE;Series A
1783;August 10, 2022;Truework;a San Francisco-based income and employment verification platform;$50 million;50;FALSE;Series C
1784;August 10, 2022;Prellis Biologics;a San Francisco-based biotherapeutics company;$35 million;35;FALSE;Series C
1785;August 10, 2022;​​Biofourmis;a Boston-based virtual care and digital medicine company;$20 million;20;FALSE;Series D
1786;August 10, 2022;Maximus;a Los Angeles-based men’s telemedicine company;$15 million;15;FALSE;Series A
1787;August 10, 2022;Nanopath;a Cambridge, Mass.-based molecular diagnostics company;$10 million;10;FALSE;Series A
1788;August 10, 2022;OpenSpace;a San Francisco-based 360° jobsite capture and analytics company;$9 million;9;TRUE;Series D
1789;August 10, 2022;ReturnLogic;a Philadelphia-based returns management SaaS platform;$8.5 million;8,5;FALSE;Series A
1790;August 10, 2022;Heirloom;a Los Angeles-based Web3 accessibility SaaS platform;$8 million;8;FALSE;Seed
